Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Network Engineer,Sales & Marketing,46,Female,Married,4,,,,216.29,0
Network Engineer,Human Resources,39,Male,Married,6,,,,200.75,0
Data Scientist,Network Operations,51,Female,Married,3,,,,491.08,0
Network Engineer,Customer Service,38,Male,Single,6,,,,495.38,0
IT Support Engineer,IT & Software,52,Female,Single,6,,,,163.67,0
Software Developer,Sales & Marketing,29,Male,Married,2,,,,364.0,0
Customer Support Agent,Data Analytics,35,Female,Single,3,,,,410.88,0
Network Engineer,Billing,51,Female,Married,3,,,,215.0,0
Marketing Analyst,Customer Service,50,Female,Married,8,,,,343.58,0
Product Manager,Project Management,25,Female,Married,3,,,,232.54,0
Sales Executive,Data Analytics,31,Female,Married,3,,,,287.17,0
Marketing Analyst,Human Resources,33,Female,Married,6,,,,336.79,0
IT Support Engineer,Billing,37,Female,Married,4,Resignation,12/19/2024,End of service,282.5,1
Data Scientist,Field Operations,31,Male,Married,3,,,,294.33,0
Data Scientist,Billing,48,Male,Married,7,,,,396.25,0
Product Manager,Billing,51,Female,Married,8,,,,308.33,0
Telecom Technician,Customer Service,36,Male,Married,6,,,,203.17,0
Network Engineer,Data Analytics,39,Female,Single,3,,,,476.88,0
Customer Support Agent,IT & Software,35,Female,Married,8,,,,162.0,0
Product Manager,Billing,41,Male,Single,1,,,,535.42,0
Telecom Technician,Project Management,40,Female,Married,2,,,,366.54,0
IT Support Engineer,Human Resources,42,Male,Married,4,,,,200.88,0
Product Manager,IT & Software,50,Female,Single,2,,,,135.04,0
Software Developer,Network Operations,42,Male,Single,7,,,,534.79,0
HR Specialist,Field Operations,42,Female,Single,7,,,,465.92,0
Product Manager,Network Operations,54,Male,Single,2,,,,186.5,0
Software Developer,Sales & Marketing,38,Female,Married,8,,,,229.75,0
Billing Specialist,Human Resources,33,Female,Single,7,,,,342.54,0
Project Manager,Billing,24,Male,Married,3,,,,317.13,0
Customer Support Agent,Data Analytics,53,Female,Single,7,Resignation,5/4/2023,Better opportunity,339.75,1
Telecom Technician,Customer Service,27,Male,Single,5,,,,481.54,0
Customer Support Agent,IT & Software,41,Male,Single,7,,,,166.29,0
Data Scientist,Billing,41,Female,Married,7,Termination,11/20/2023,Better opportunity,141.75,1
Telecom Technician,Data Analytics,60,Male,Married,5,Retirement,3/25/2024,Policy violation,278.25,1
Customer Support Agent,Field Operations,60,Male,Single,6,Retirement,8/30/2024,Personal reasons,390.25,1
Data Scientist,Network Operations,36,Female,Single,2,,,,336.42,0
IT Support Engineer,Sales & Marketing,41,Male,Single,4,,,,178.0,0
Project Manager,IT & Software,24,Male,Married,4,,,,529.88,0
Sales Executive,Project Management,45,Male,Single,1,,,,125.75,0
IT Support Engineer,Human Resources,57,Male,Married,4,,,,185.67,0
Sales Executive,Customer Service,48,Male,Married,3,Resignation,2/6/2022,Restructuring,260.3333333,1
Customer Support Agent,Sales & Marketing,33,Female,Single,7,,,,525.54,0
Billing Specialist,Sales & Marketing,28,Male,Married,5,Termination,8/14/2023,Policy violation,242.75,1
HR Specialist,Sales & Marketing,53,Male,Married,2,,,,459.5,0
Sales Executive,Human Resources,22,Female,Married,6,,,,310.79,0
Network Engineer,Sales & Marketing,55,Female,Married,2,,,,325.04,0
Sales Executive,Field Operations,60,Male,Single,6,Retirement,10/6/2024,Restructuring,354.1666667,1
Data Scientist,Network Operations,60,Female,Single,9,Retirement,9/9/2023,Career growth,434.5416667,1
Data Scientist,Field Operations,55,Male,Married,6,,,,162.38,0
Telecom Technician,Project Management,35,Female,Married,3,,,,539.58,0
Sales Executive,Field Operations,30,Female,Single,5,,,,305.08,0
Software Developer,Project Management,54,Male,Single,7,,,,464.0,0
Product Manager,Billing,22,Female,Single,2,,,,329.83,0
Data Scientist,Human Resources,40,Female,Single,4,,,,253.5,0
Software Developer,Data Analytics,56,Female,Single,7,,,,557.29,0
Customer Support Agent,Data Analytics,57,Male,Single,7,,,,404.42,0
Customer Support Agent,Project Management,60,Female,Married,6,Termination,5/27/2024,Better opportunity,335.5416667,1
Sales Executive,Human Resources,29,Female,Single,6,Termination,9/25/2024,Better opportunity,308.2916667,1
Software Developer,Project Management,29,Male,Married,8,,,,384.54,0
Sales Executive,Project Management,23,Female,Single,8,,,,149.04,0
Customer Support Agent,Billing,28,Female,Married,8,,,,460.04,0
Network Engineer,Sales & Marketing,29,Male,Single,7,,,,131.54,0
IT Support Engineer,Billing,44,Male,Single,1,,,,199.79,0
Billing Specialist,Project Management,25,Female,Single,7,,,,601.63,0
HR Specialist,Field Operations,25,Female,Single,8,,,,538.54,0
IT Support Engineer,IT & Software,27,Female,Single,10,Resignation,7/23/2024,Personal reasons,404.25,1
IT Support Engineer,Network Operations,53,Male,Single,4,,,,508.88,0
HR Specialist,Data Analytics,46,Male,Single,7,,,,619.92,0
Sales Executive,IT & Software,27,Female,Married,6,,,,249.04,0
Customer Support Agent,Network Operations,51,Female,Married,4,Termination,6/9/2024,Work-life balance,360.1666667,1
HR Specialist,Billing,33,Male,Married,8,,,,150.38,0
Product Manager,Data Analytics,24,Male,Married,7,,,,419.08,0
Telecom Technician,Network Operations,37,Male,Married,7,,,,203.17,0
HR Specialist,IT & Software,58,Male,Married,2,,,,157.0,0
Telecom Technician,Data Analytics,57,Male,Single,2,,,,208.92,0
Telecom Technician,Sales & Marketing,55,Male,Married,7,,,,397.29,0
Network Engineer,Customer Service,31,Male,Single,3,,,,525.54,0
IT Support Engineer,Field Operations,50,Male,Married,7,,,,555.79,0
Data Scientist,Project Management,53,Female,Married,4,,,,307.13,0
Sales Executive,Data Analytics,41,Female,Single,8,,,,735.67,0
Sales Executive,Sales & Marketing,36,Male,Single,6,,,,418.58,0
Project Manager,Project Management,60,Male,Single,5,Retirement,10/26/2023,Restructuring,423.25,1
Customer Support Agent,Sales & Marketing,60,Female,Single,2,Retirement,4/7/2023,Better opportunity,438.1666667,1
Telecom Technician,Customer Service,34,Female,Single,3,Resignation,6/26/2023,Performance issues,448.6666667,1
Sales Executive,Billing,54,Female,Single,2,,,,269.83,0
Network Engineer,Project Management,26,Female,Single,8,,,,155.79,0
Software Developer,Sales & Marketing,60,Male,Single,6,Retirement,11/19/2023,Policy violation,389.2916667,1
Product Manager,Billing,58,Female,Single,4,,,,553.25,0
HR Specialist,Network Operations,28,Female,Married,6,,,,273.38,0
Marketing Analyst,Field Operations,44,Female,Single,8,Termination,5/23/2022,Policy violation,300.375,1
Telecom Technician,Project Management,33,Female,Married,6,,,,460.75,0
Network Engineer,Human Resources,31,Female,Married,2,,,,333.42,0
Telecom Technician,Project Management,40,Male,Married,6,,,,330.58,0
Product Manager,Project Management,35,Male,Married,7,,,,256.04,0
Project Manager,Sales & Marketing,25,Male,Married,8,,,,317.92,0
Billing Specialist,Billing,36,Female,Married,7,,,,415.17,0
Marketing Analyst,Billing,43,Male,Single,9,Resignation,10/8/2024,Career growth,181.5416667,1
Software Developer,Billing,30,Female,Single,7,Resignation,3/30/2023,Better opportunity,324.0833333,1
Software Developer,Customer Service,37,Male,Single,8,,,,309.5,0
Network Engineer,Project Management,25,Female,Single,6,,,,377.29,0
HR Specialist,Project Management,42,Male,Married,6,,,,427.33,0
Software Developer,Network Operations,48,Male,Married,2,,,,701.54,0
Network Engineer,Sales & Marketing,37,Female,Single,3,,,,505.75,0
Network Engineer,Billing,51,Male,Married,4,,,,242.33,0
Project Manager,Field Operations,53,Male,Married,8,,,,183.29,0
Product Manager,Field Operations,47,Female,Single,2,,,,240.33,0
Telecom Technician,Human Resources,52,Male,Married,6,,,,354.33,0
Customer Support Agent,Network Operations,30,Male,Single,6,,,,461.58,0
HR Specialist,Customer Service,42,Male,Single,2,,,,137.58,0
Telecom Technician,Project Management,27,Female,Married,7,Resignation,1/31/2025,Better opportunity,376.0,1
Product Manager,Network Operations,47,Male,Married,3,,,,146.0,0
Project Manager,Field Operations,48,Female,Single,4,,,,266.25,0
Project Manager,Customer Service,42,Male,Single,6,,,,421.5,0
Sales Executive,Data Analytics,25,Female,Single,7,,,,600.79,0
Data Scientist,Customer Service,60,Female,Single,4,Retirement,8/24/2023,Performance issues,226.125,1
Product Manager,Customer Service,54,Female,Single,2,,,,464.63,0
Customer Support Agent,Network Operations,25,Male,Married,8,,,,369.79,0
Software Developer,Sales & Marketing,51,Male,Married,3,,,,441.25,0
Billing Specialist,Field Operations,35,Male,Single,6,,,,552.17,0
HR Specialist,Data Analytics,29,Female,Married,7,,,,207.29,0
Sales Executive,Network Operations,37,Male,Married,7,,,,248.33,0
Sales Executive,Human Resources,41,Male,Married,7,,,,339.5,0
Network Engineer,Human Resources,23,Female,Married,8,,,,508.58,0
Product Manager,IT & Software,34,Female,Married,2,,,,267.04,0
Sales Executive,Billing,55,Female,Married,6,Termination,7/27/2023,Better opportunity,178.125,1
Data Scientist,Customer Service,30,Male,Married,3,,,,530.29,0
Sales Executive,Data Analytics,51,Male,Married,2,,,,719.67,0
HR Specialist,Customer Service,25,Male,Single,4,,,,265.17,0
Sales Executive,Field Operations,53,Female,Single,7,,,,308.08,0
Telecom Technician,Human Resources,60,Male,Married,4,Retirement,6/17/2024,Restructuring,387.75,1
Telecom Technician,Network Operations,51,Female,Single,7,,,,496.63,0
Customer Support Agent,Human Resources,22,Female,Married,4,,,,319.25,0
Billing Specialist,Field Operations,48,Male,Single,4,,,,318.63,0
Product Manager,Field Operations,38,Female,Single,3,,,,455.42,0
Telecom Technician,Human Resources,31,Female,Single,3,,,,229.63,0
Network Engineer,Network Operations,46,Female,Single,2,,,,233.88,0
Telecom Technician,IT & Software,33,Female,Married,3,,,,300.13,0
Customer Support Agent,Data Analytics,25,Female,Married,8,,,,464.08,0
Telecom Technician,Human Resources,51,Male,Married,1,,,,495.42,0
Sales Executive,IT & Software,56,Female,Married,4,,,,513.08,0
Product Manager,Network Operations,28,Female,Single,7,,,,331.63,0
HR Specialist,Billing,52,Female,Single,4,Resignation,6/16/2023,Work-life balance,417.0,1
Software Developer,Human Resources,25,Female,Single,3,,,,207.54,0
Customer Support Agent,Field Operations,60,Male,Married,4,Retirement,4/23/2024,Better opportunity,295.5,1
Product Manager,Network Operations,43,Male,Single,4,Resignation,6/24/2023,Career growth,241.0416667,1
Sales Executive,Human Resources,44,Male,Married,1,,,,728.79,0
Customer Support Agent,Billing,45,Male,Single,2,,,,487.38,0
Product Manager,Human Resources,49,Female,Single,4,,,,245.17,0
Software Developer,Billing,57,Male,Single,8,,,,393.33,0
Product Manager,IT & Software,25,Female,Married,6,,,,544.83,0
Product Manager,IT & Software,34,Female,Single,5,,,,371.5,0
HR Specialist,Customer Service,44,Female,Married,3,,,,563.75,0
Data Scientist,Sales & Marketing,46,Female,Married,2,,,,291.04,0
Sales Executive,Network Operations,40,Female,Single,2,,,,489.67,0
Project Manager,Billing,30,Female,Married,10,Termination,3/25/2024,Pursuing education,405.6666667,1
Sales Executive,IT & Software,25,Female,Married,4,Termination,9/25/2023,Policy violation,317.9166667,1
Marketing Analyst,Project Management,28,Male,Single,3,,,,308.83,0
Sales Executive,Field Operations,39,Male,Married,7,,,,376.42,0
Customer Support Agent,Project Management,25,Male,Married,5,,,,187.0,0
Sales Executive,Customer Service,25,Female,Married,8,,,,271.63,0
Product Manager,Field Operations,49,Female,Single,9,Termination,7/3/2024,Pursuing education,569.9166667,1
IT Support Engineer,Data Analytics,37,Male,Single,4,Resignation,5/15/2024,Personal reasons,167.25,1
HR Specialist,Billing,43,Male,Single,4,,,,411.67,0
Telecom Technician,Customer Service,27,Female,Married,5,,,,292.63,0
Customer Support Agent,Data Analytics,52,Male,Married,2,,,,508.13,0
Project Manager,Data Analytics,36,Female,Married,3,,,,313.75,0
Software Developer,Customer Service,60,Male,Married,3,Retirement,9/10/2024,Pursuing education,249.7916667,1
Project Manager,Billing,33,Male,Married,2,,,,365.83,0
Software Developer,Billing,59,Male,Single,3,Retirement,2/17/2024,Pursuing education,445.4166667,1
Product Manager,Project Management,29,Male,Single,6,,,,399.38,0
IT Support Engineer,Data Analytics,54,Male,Married,6,,,,338.42,0
Network Engineer,Sales & Marketing,32,Female,Single,4,,,,290.58,0
Marketing Analyst,Human Resources,57,Male,Single,8,,,,403.79,0
Sales Executive,Billing,47,Female,Single,1,,,,430.33,0
Billing Specialist,Data Analytics,25,Female,Married,3,,,,368.17,0
Telecom Technician,Customer Service,44,Male,Married,4,,,,570.63,0
Customer Support Agent,Customer Service,54,Female,Single,7,Termination,6/20/2024,Restructuring,160.9166667,1
HR Specialist,Sales & Marketing,46,Male,Married,3,,,,343.38,0
Product Manager,Network Operations,47,Female,Single,8,,,,408.58,0
Product Manager,Data Analytics,52,Female,Married,4,Resignation,4/9/2023,Better opportunity,255.625,1
Sales Executive,Human Resources,27,Male,Single,8,,,,198.29,0
Customer Support Agent,Human Resources,45,Female,Single,3,,,,403.04,0
HR Specialist,Human Resources,26,Male,Single,2,Resignation,8/27/2023,Restructuring,389.875,1
Network Engineer,Project Management,38,Female,Single,4,,,,468.63,0
HR Specialist,Sales & Marketing,32,Female,Single,5,,,,438.08,0
IT Support Engineer,Sales & Marketing,39,Male,Married,3,Termination,5/12/2024,Work-life balance,613.7916667,1
HR Specialist,Project Management,33,Female,Single,7,,,,601.58,0
Network Engineer,Data Analytics,42,Male,Married,4,,,,337.58,0
Marketing Analyst,Data Analytics,58,Male,Married,3,,,,420.29,0
Product Manager,IT & Software,55,Female,Married,3,,,,285.88,0
Software Developer,Customer Service,32,Female,Married,5,,,,306.67,0
Telecom Technician,IT & Software,35,Female,Married,5,,,,365.17,0
Product Manager,Data Analytics,50,Male,Single,2,Resignation,1/11/2024,Policy violation,323.4166667,1
Data Scientist,Sales & Marketing,42,Male,Married,8,,,,454.04,0
HR Specialist,Project Management,45,Female,Single,6,,,,392.04,0
Customer Support Agent,IT & Software,23,Male,Single,3,,,,184.58,0
Data Scientist,Field Operations,60,Female,Married,2,Retirement,5/15/2023,End of service,195.0,1
Software Developer,Data Analytics,50,Female,Single,7,,,,457.29,0
Telecom Technician,Project Management,39,Male,Single,3,,,,425.92,0
Billing Specialist,Billing,39,Male,Single,2,Resignation,11/15/2024,Career growth,202.0833333,1
Sales Executive,Customer Service,44,Female,Married,3,,,,545.33,0
Project Manager,Billing,48,Male,Single,8,Termination,2/15/2024,Personal reasons,382.5833333,1
Software Developer,Customer Service,33,Female,Single,6,,,,395.33,0
Software Developer,Data Analytics,37,Female,Married,2,Termination,12/2/2024,Work-life balance,424.5833333,1
Project Manager,Network Operations,31,Male,Single,6,,,,635.0,0
Customer Support Agent,Field Operations,46,Male,Single,2,,,,484.04,0
Marketing Analyst,Billing,43,Female,Married,2,,,,155.0,0
IT Support Engineer,Network Operations,58,Female,Single,1,Resignation,4/24/2023,Work-life balance,657.625,1
IT Support Engineer,Billing,33,Female,Married,2,,,,350.04,0
Software Developer,Human Resources,22,Female,Single,8,,,,412.88,0
IT Support Engineer,Sales & Marketing,41,Female,Single,5,,,,326.58,0
Product Manager,Network Operations,24,Female,Married,4,,,,385.13,0
Billing Specialist,IT & Software,42,Female,Married,6,,,,476.04,0
Sales Executive,Customer Service,23,Female,Married,8,,,,251.58,0
Network Engineer,IT & Software,35,Female,Married,8,,,,362.13,0
Telecom Technician,Billing,45,Male,Single,3,,,,301.83,0
Network Engineer,Project Management,47,Male,Single,8,,,,399.0,0
Product Manager,Network Operations,60,Female,Married,1,Retirement,5/8/2024,Pursuing education,454.125,1
Billing Specialist,Customer Service,56,Female,Single,2,,,,288.67,0
Sales Executive,Sales & Marketing,32,Female,Married,2,,,,574.79,0
Marketing Analyst,Network Operations,29,Female,Married,4,,,,378.75,0
IT Support Engineer,IT & Software,43,Male,Single,2,,,,212.88,0
Marketing Analyst,Customer Service,25,Female,Married,8,,,,437.17,0
Marketing Analyst,Human Resources,22,Female,Single,5,,,,430.25,0
Project Manager,IT & Software,38,Female,Single,5,,,,185.25,0
Data Scientist,Customer Service,47,Male,Single,2,Resignation,8/20/2024,Performance issues,193.75,1
Network Engineer,Project Management,57,Male,Single,4,,,,316.25,0
Customer Support Agent,Network Operations,29,Male,Single,6,,,,468.63,0
Product Manager,Customer Service,35,Female,Married,6,,,,189.38,0
Network Engineer,Data Analytics,42,Male,Married,8,,,,370.29,0
Marketing Analyst,IT & Software,50,Male,Single,3,,,,496.63,0
Data Scientist,IT & Software,22,Female,Married,5,,,,245.79,0
Software Developer,Data Analytics,43,Female,Single,6,,,,365.0,0
HR Specialist,IT & Software,47,Male,Married,4,,,,183.67,0
Data Scientist,Network Operations,40,Male,Single,3,,,,445.5,0
Customer Support Agent,IT & Software,49,Female,Single,7,Termination,3/17/2023,End of service,521.5833333,1
Data Scientist,Sales & Marketing,39,Male,Married,2,,,,384.92,0
Marketing Analyst,Billing,32,Male,Married,3,,,,348.79,0
Software Developer,Project Management,45,Male,Single,4,Termination,5/6/2024,Work-life balance,310.875,1
Software Developer,Billing,31,Female,Married,8,,,,618.13,0
IT Support Engineer,IT & Software,35,Female,Married,5,,,,349.58,0
Customer Support Agent,Customer Service,36,Male,Single,2,,,,568.5,0
Customer Support Agent,IT & Software,33,Male,Single,2,,,,341.58,0
Software Developer,Customer Service,42,Male,Married,6,,,,593.63,0
IT Support Engineer,Network Operations,25,Female,Single,1,,,,648.83,0
Product Manager,Human Resources,24,Female,Married,7,,,,513.79,0
Telecom Technician,Billing,38,Female,Married,1,,,,416.33,0
Data Scientist,Project Management,25,Female,Married,3,,,,283.04,0
Network Engineer,Billing,32,Female,Single,5,Resignation,7/9/2024,Personal reasons,531.4166667,1
IT Support Engineer,Field Operations,44,Female,Married,6,,,,466.92,0
Sales Executive,Field Operations,37,Female,Single,5,,,,356.75,0
Data Scientist,Data Analytics,24,Male,Married,8,,,,378.88,0
Marketing Analyst,Sales & Marketing,57,Male,Single,3,Resignation,4/24/2023,Pursuing education,336.1666667,1
Product Manager,Billing,29,Female,Single,9,Termination,10/5/2024,Career growth,648.0,1
Billing Specialist,Human Resources,60,Female,Married,4,Retirement,3/21/2023,End of service,388.6666667,1
Software Developer,IT & Software,22,Female,Single,3,,,,668.0,0
Software Developer,IT & Software,32,Female,Single,2,,,,489.25,0
Network Engineer,Billing,60,Male,Married,4,Retirement,1/23/2025,Career growth,327.4166667,1
IT Support Engineer,Billing,39,Male,Single,5,,,,308.04,0
Telecom Technician,Data Analytics,24,Female,Married,4,,,,303.67,0
Network Engineer,Field Operations,60,Female,Married,9,Retirement,3/30/2023,Restructuring,448.2916667,1
Telecom Technician,Data Analytics,35,Female,Married,7,,,,396.13,0
Software Developer,Human Resources,60,Male,Single,4,Retirement,5/13/2024,Restructuring,227.5416667,1
Customer Support Agent,Sales & Marketing,35,Female,Single,5,,,,522.88,0
Data Scientist,Data Analytics,50,Male,Single,7,,,,410.79,0
Customer Support Agent,Field Operations,32,Female,Married,3,Termination,6/26/2024,Career growth,321.0833333,1
Sales Executive,Human Resources,56,Male,Married,8,,,,524.79,0
IT Support Engineer,Data Analytics,36,Male,Single,7,,,,396.42,0
HR Specialist,Network Operations,25,Male,Single,2,,,,354.0,0
IT Support Engineer,Field Operations,33,Male,Single,7,,,,323.5,0
Marketing Analyst,Project Management,28,Male,Single,8,,,,172.29,0
Project Manager,Human Resources,36,Male,Married,4,,,,208.42,0
Customer Support Agent,Network Operations,57,Male,Married,6,,,,461.67,0
Telecom Technician,Human Resources,42,Female,Married,7,,,,285.08,0
Product Manager,Network Operations,39,Female,Married,3,,,,410.17,0
Software Developer,Data Analytics,43,Male,Single,8,,,,347.42,0
Product Manager,Project Management,48,Female,Single,7,,,,548.08,0
Billing Specialist,IT & Software,41,Male,Married,8,,,,747.88,0
Product Manager,Human Resources,42,Female,Married,6,,,,411.54,0
HR Specialist,Billing,26,Male,Married,2,,,,395.54,0
Data Scientist,IT & Software,56,Female,Married,10,Termination,5/24/2023,Better opportunity,332.7916667,1
Telecom Technician,Sales & Marketing,35,Male,Married,8,,,,441.5,0
Telecom Technician,IT & Software,28,Female,Married,2,,,,371.17,0
Software Developer,Network Operations,30,Male,Single,5,,,,362.58,0
Customer Support Agent,Field Operations,60,Male,Single,2,Retirement,8/6/2024,Better opportunity,293.625,1
IT Support Engineer,IT & Software,60,Female,Single,2,Retirement,6/17/2024,Career growth,132.6666667,1
Marketing Analyst,Field Operations,31,Female,Single,3,,,,579.38,0
HR Specialist,Billing,58,Male,Single,8,,,,280.0,0
Telecom Technician,Field Operations,28,Female,Married,4,,,,242.42,0
Data Scientist,Network Operations,24,Male,Single,6,,,,324.54,0
Data Scientist,Billing,41,Female,Single,7,,,,194.04,0
Telecom Technician,Field Operations,30,Male,Married,6,Termination,4/22/2024,Better opportunity,377.9166667,1
Sales Executive,Network Operations,25,Female,Married,2,,,,547.75,0
IT Support Engineer,Project Management,35,Female,Married,7,,,,600.13,0
Sales Executive,Field Operations,29,Female,Married,6,,,,270.0,0
Marketing Analyst,Network Operations,42,Female,Single,3,,,,405.54,0
Product Manager,Sales & Marketing,22,Male,Single,2,,,,598.13,0
HR Specialist,Field Operations,50,Female,Married,6,,,,358.67,0
Marketing Analyst,Customer Service,40,Male,Married,6,,,,340.42,0
Project Manager,Project Management,33,Male,Single,8,,,,143.13,0
Marketing Analyst,Field Operations,25,Male,Married,5,,,,289.58,0
Product Manager,Human Resources,44,Male,Married,4,,,,260.38,0
Customer Support Agent,Project Management,57,Female,Married,6,Resignation,4/27/2023,Better opportunity,149.5,1
IT Support Engineer,IT & Software,56,Male,Married,7,,,,232.04,0
Software Developer,Billing,32,Female,Single,2,,,,268.88,0
Sales Executive,Project Management,46,Male,Married,7,,,,344.75,0
Product Manager,Network Operations,35,Male,Married,6,,,,420.67,0
Billing Specialist,Billing,48,Female,Single,8,,,,338.42,0
Marketing Analyst,Customer Service,27,Male,Single,5,,,,465.58,0
Software Developer,Data Analytics,30,Female,Married,4,,,,370.75,0
Network Engineer,Data Analytics,52,Female,Single,9,Termination,5/3/2024,Policy violation,292.6666667,1
HR Specialist,Field Operations,27,Male,Single,4,,,,500.5,0
Network Engineer,Billing,50,Female,Married,1,,,,157.63,0
Telecom Technician,Customer Service,28,Female,Single,2,Resignation,11/16/2023,End of service,339.25,1
Product Manager,Data Analytics,24,Female,Married,3,,,,488.29,0
HR Specialist,Network Operations,26,Female,Married,2,Termination,12/29/2023,Better opportunity,325.5833333,1
Project Manager,Data Analytics,29,Female,Married,4,,,,432.92,0
Customer Support Agent,Customer Service,39,Female,Single,2,,,,326.92,0
Sales Executive,Customer Service,28,Male,Married,4,,,,271.25,0
Software Developer,Sales & Marketing,57,Male,Married,2,,,,391.04,0
IT Support Engineer,Network Operations,25,Female,Single,2,,,,203.04,0
Data Scientist,IT & Software,50,Female,Married,5,,,,170.88,0
Customer Support Agent,Data Analytics,41,Male,Single,8,,,,270.08,0
Customer Support Agent,Customer Service,46,Female,Single,2,,,,186.58,0
Sales Executive,Billing,54,Male,Married,5,,,,678.58,0
Telecom Technician,Human Resources,26,Female,Married,6,,,,346.75,0
Telecom Technician,Customer Service,26,Female,Single,3,,,,397.58,0
Marketing Analyst,Human Resources,55,Male,Single,7,,,,541.63,0
Marketing Analyst,IT & Software,53,Female,Single,4,,,,283.33,0
Customer Support Agent,Human Resources,22,Female,Married,8,,,,425.29,0
Billing Specialist,IT & Software,39,Female,Single,4,Termination,11/22/2024,Restructuring,265.0,1
Customer Support Agent,Network Operations,28,Male,Single,7,,,,394.67,0
Project Manager,Network Operations,31,Male,Single,8,,,,240.79,0
HR Specialist,Customer Service,60,Female,Single,8,Retirement,12/15/2023,End of service,279.75,1
Customer Support Agent,Project Management,43,Female,Married,7,,,,596.0,0
Project Manager,Human Resources,40,Male,Married,6,,,,268.83,0
Project Manager,Field Operations,60,Male,Single,8,Retirement,4/15/2023,Performance issues,440.0,1
IT Support Engineer,Network Operations,35,Female,Single,1,,,,176.13,0
Marketing Analyst,Field Operations,34,Female,Married,7,,,,598.17,0
Project Manager,Customer Service,48,Male,Married,2,Termination,4/7/2024,Personal reasons,200.8333333,1
IT Support Engineer,Human Resources,22,Male,Single,7,,,,154.54,0
Software Developer,Field Operations,40,Female,Single,4,,,,304.13,0
Network Engineer,Data Analytics,38,Male,Single,8,,,,298.5,0
Telecom Technician,Customer Service,58,Male,Married,7,Resignation,7/23/2024,Personal reasons,520.875,1
Marketing Analyst,IT & Software,26,Female,Single,6,,,,432.08,0
Project Manager,IT & Software,31,Male,Married,5,,,,186.5,0
IT Support Engineer,IT & Software,59,Male,Single,2,Resignation,7/22/2023,Performance issues,409.0,1
HR Specialist,Network Operations,25,Female,Married,2,,,,493.29,0
IT Support Engineer,Field Operations,60,Female,Married,3,Retirement,5/8/2023,Performance issues,345.75,1
Billing Specialist,Project Management,48,Female,Married,8,,,,328.79,0
Project Manager,IT & Software,55,Female,Single,4,Resignation,7/25/2023,Career growth,399.125,1
Marketing Analyst,Sales & Marketing,37,Male,Single,4,,,,185.58,0
Marketing Analyst,Project Management,50,Male,Married,4,,,,213.42,0
IT Support Engineer,Sales & Marketing,42,Female,Married,10,Resignation,6/27/2024,End of service,486.25,1
HR Specialist,Data Analytics,50,Female,Single,7,,,,284.25,0
Marketing Analyst,Billing,30,Male,Married,6,,,,278.38,0
Network Engineer,Data Analytics,27,Female,Married,2,,,,362.67,0
Data Scientist,Project Management,51,Female,Single,5,,,,219.25,0
HR Specialist,Human Resources,32,Male,Single,7,Termination,10/20/2024,Work-life balance,395.625,1
Data Scientist,Billing,34,Female,Married,4,Resignation,9/30/2024,End of service,239.4166667,1
IT Support Engineer,Sales & Marketing,34,Female,Single,7,,,,590.5,0
Product Manager,Data Analytics,26,Female,Single,7,,,,276.17,0
Telecom Technician,Sales & Marketing,36,Male,Married,4,,,,412.75,0
Marketing Analyst,Sales & Marketing,25,Male,Married,3,,,,436.79,0
Data Scientist,Human Resources,27,Male,Single,1,,,,378.08,0
Sales Executive,Field Operations,60,Female,Single,8,Retirement,6/10/2023,Career growth,454.5,1
Software Developer,Data Analytics,40,Female,Married,6,,,,148.5,0
Software Developer,Network Operations,54,Male,Single,6,,,,335.08,0
Project Manager,Project Management,34,Female,Married,8,,,,274.29,0
Network Engineer,Human Resources,38,Male,Single,4,,,,506.04,0
Marketing Analyst,Field Operations,38,Male,Married,5,,,,280.58,0
Marketing Analyst,Data Analytics,58,Male,Married,5,Termination,11/8/2023,Better opportunity,529.25,1
Project Manager,Human Resources,39,Male,Married,4,,,,265.29,0
Network Engineer,Sales & Marketing,48,Female,Married,4,,,,210.29,0
IT Support Engineer,Human Resources,43,Female,Married,8,,,,136.88,0
Sales Executive,Field Operations,57,Male,Married,4,,,,573.88,0
Telecom Technician,Data Analytics,31,Male,Single,4,,,,303.88,0
Product Manager,IT & Software,30,Male,Single,4,,,,131.17,0
Telecom Technician,Billing,31,Male,Married,7,Termination,12/26/2024,Policy violation,389.75,1
Product Manager,IT & Software,33,Female,Single,1,,,,140.13,0
Data Scientist,Data Analytics,44,Male,Married,7,,,,554.13,0
Project Manager,Project Management,33,Male,Married,4,,,,176.25,0
Customer Support Agent,IT & Software,44,Female,Single,3,,,,462.88,0
Product Manager,Human Resources,49,Male,Married,8,,,,316.25,0
HR Specialist,Billing,47,Female,Single,2,,,,330.08,0
HR Specialist,Data Analytics,24,Male,Married,5,,,,327.29,0
HR Specialist,IT & Software,51,Male,Single,8,,,,509.08,0
Customer Support Agent,Project Management,22,Male,Married,6,,,,377.58,0
Marketing Analyst,Human Resources,54,Female,Married,2,Termination,8/6/2023,Performance issues,353.5416667,1
Billing Specialist,Project Management,36,Female,Single,1,,,,295.04,0
Data Scientist,Billing,25,Male,Single,2,,,,343.29,0
